Country,Subject Descriptor,Units,Scale,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Tanzania,Population,Persons,Millions,32.012,32.822,33.633,34.444,35.492,36.541,37.589,38.638,39.686,40.735,41.783,42.832,43.88,44.929,45.828,46.744,47.679,48.677,50.045,51.046,52.067,53.108,54.17,55.254,56.359,57.486,2012
Tanzania,General government revenue,Percent of GDP,,11.775,11.544,11.838,12.791,13.57,14.616,15.254,14.439,16.638,16.555,15.688,15.479,15.582,15.443,15.033,14.377,13.982,14.827,15.402,15.08,15.469,15.629,15.789,15.976,16.129,16.322,2016
Tanzania,General government total expenditure,Percent of GDP,,12.929,12.271,12.247,13.513,15.342,17.054,18.577,17.873,18.103,18.502,20.17,20.247,19.146,19.503,18.843,17.288,17.15,16.911,16.559,16.878,18.079,18.718,19.182,19.526,19.725,19.878,2016
Tanzania,General government net lending/borrowing,Percent of GDP,,-1.154,-0.727,-0.41,-0.722,-1.773,-2.438,-3.323,-3.434,-1.465,-1.947,-4.482,-4.768,-3.564,-4.06,-3.81,-2.911,-3.169,-2.083,-1.157,-1.798,-2.61,-3.088,-3.394,-3.549,-3.596,-3.555,2016
Tanzania,General government primary net lending/borrowing,Percent of GDP,,0.306,0.555,0.706,0.143,-1.065,-1.695,-2.429,-2.545,-0.568,-1.173,-3.83,-4.081,-2.816,-3.095,-2.615,-1.557,-1.713,-0.606,0.402,-0.184,-0.854,-1.205,-1.403,-1.452,-1.423,-1.324,2016
Tanzania,General government gross debt,Percent of GDP,,n/a,n/a,50.239,47.035,44.315,44.603,46.755,32.841,21.598,21.515,24.359,27.343,27.842,28.738,30.044,32.615,35.864,36.444,36.587,35.993,36.573,37.172,38.069,39.148,40.413,41.815,2016
Tanzania,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,8656.899,9943.526,11168.02,12774.359,14722.918,16936.087,19112.83,23298.435,26770.432,32764.94,37726.824,43836.018,52762.581,62316,72976,82604,94351,108363,118843,131703.087,141989.189,155103.823,169951.483,187079.46,205894.208,226635.371,2016
Tanzania,Current account balance,U.S. dollars,Billions,-0.777,-0.472,-0.415,-0.174,-0.16,-0.5,-0.938,-1.374,-1.843,-2.138,-2.179,-2.385,-3.633,-4.542,-4.691,-4.87,-3.846,-2.211,-1.768,-2.141,-2.41,-2.749,-3.089,-3.382,-3.576,-3.666,2016
Tanzania,Current account balance,Percent of GDP,,-6.685,-3.799,-3.259,-1.318,-1.129,-3.217,-5.539,-7.381,-8.57,-7.814,-7.624,-7.674,-10.819,-11.454,-10.269,-9.739,-8.116,-4.442,-3.319,-3.7,-3.949,-4.236,-4.476,-4.585,-4.538,-4.353,2016
Thailand,"Gross domestic product, constant prices",Percent change,,4.572,4.456,3.444,6.149,7.189,6.289,4.188,4.968,5.435,1.726,-0.691,7.514,0.84,7.243,2.687,0.984,3.134,3.356,4.024,4.129,3.471,3.546,3.495,3.495,3.556,3.649,2017
Thailand,"Gross domestic product, deflator",Index,,95.22,96.487,98.338,100,102.149,105.795,111.182,116.857,119.747,125.895,126.14,131.288,136.202,138.802,141.271,143.308,144.343,147.897,150.942,153.066,155.654,157.604,159.777,162.414,165.544,167.811,2017
Thailand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,8995.411,9295.069,9559.918,10089.722,10753.618,11363.543,11772.884,12286.774,12880.591,13026.466,12863.456,13750.239,13805.004,14742.525,15077.487,15171.371,15590.978,16061.736,16661.148,17312.597,17881.702,18487.857,19109.944,19758.092,20445.13,21179.323,2017
Thailand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.922,0.919,0.928,0.957,0.986,0.996,0.99,0.986,0.986,0.975,0.972,0.993,0.962,1,0.993,0.969,0.967,0.968,0.971,0.977,0.979,0.979,0.978,0.977,0.977,0.978,2017
Thailand,Total investment,Percent of GDP,,20.173,22.283,23.112,22.744,23.829,25.681,30.421,27.012,25.496,28.226,20.636,25.357,26.791,28.024,27.457,23.919,22.356,20.94,22.836,25.014,25.788,26.173,26.199,26.689,27.58,28.534,2017
Thailand,Gross national savings,Percent of GDP,,30.015,30.051,27.959,26.578,27.116,27.792,26.384,28.055,31.423,28.546,28.513,28.724,29.334,27.597,26.301,27.656,30.358,32.629,33.864,32.745,32.861,32.435,31.964,31.982,32.432,33.163,2017
Thailand,"Inflation, average consumer prices",Index,,68.967,70.108,71.217,71.733,73.033,75.05,78.442,82.1,83.908,88.492,87.742,90.625,94.078,96.913,99.03,100.908,99.999,100.188,100.854,101.928,102.93,104.239,105.907,107.813,109.97,112.169,2018
Thailand,"Inflation, average consumer prices",Percent change,,0.254,1.655,1.581,0.725,1.812,2.761,4.519,4.664,2.203,5.462,-0.848,3.286,3.811,3.013,2.185,1.896,-0.9,0.188,0.665,1.064,0.983,1.272,1.6,1.8,2,2,2018
Thailand,Volume of imports of goods and services,Percent change,,10.489,27.118,-5.496,6.221,11.096,20.305,16.19,2.943,4.2,11.399,-20.772,22.956,12.4,5.629,1.681,-5.298,0.004,-0.992,6.924,9.099,6.464,5.844,5.77,5.631,5.665,5.46,2017
Thailand,Volume of Imports of goods,Percent change,,12.48,6.92,-3.418,3.797,13.457,20.557,18.422,1.296,3.495,12.498,-23.177,26.723,13.84,6.676,1.979,-6.195,0.261,-2.491,7.194,8.227,7.297,6.553,6.456,6.325,6.3,6.115,2017
Thailand,Volume of exports of goods and services,Percent change,,9.031,17.488,-4.211,5.887,9.134,14.631,7.76,10.788,8.894,6.264,-12.14,14.22,9.509,4.878,2.719,0.256,1.571,2.824,7.125,6.197,4.356,4.317,4.198,4.005,4.12,4.067,2017
Thailand,Volume of exports of goods,Percent change,,12.057,24.235,0.497,3.959,11.682,14.42,7.45,11.108,11.856,4.893,-14.227,16.445,8.276,2.459,0.24,1.077,-1.54,0.461,5.977,5.497,4.386,4.796,5.624,5.34,5.394,5.283,2017
Thailand,Unemployment rate,Percent of total labor force,,n/a,n/a,3.333,2.442,2.192,2.108,1.858,1.517,1.364,1.372,1.5,1.05,0.658,0.675,0.7,0.8,0.9,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2017
Thailand,Population,Persons,Millions,61.57,62.24,62.6,62.96,63.32,63.69,64.05,64.42,64.79,65.17,65.54,65.92,66.21,66.49,66.76,67,67.24,67.46,67.65,67.793,67.913,68.016,68.101,68.169,68.222,68.26,2017
Thailand,General government revenue,Percent of GDP,,17.455,17.554,19.056,18.99,20.264,20.437,20.971,20.777,20.219,20.027,19.508,20.725,21.108,21.303,22.152,21.39,22.312,21.941,21.047,21.352,21.512,21.512,21.512,21.512,21.512,21.512,2018
Thailand,General government total expenditure,Percent of GDP,,26.472,19.346,20.824,25.712,18.286,19.332,19.58,18.739,19.999,19.226,21.722,22.009,21.113,22.249,21.636,22.191,22.18,21.371,21.995,21.605,21.62,22.182,22.322,22.5,22.686,22.814,2018
Thailand,General government net lending/borrowing,Percent of GDP,,-9.017,-1.792,-1.768,-6.722,1.978,1.106,1.392,2.039,0.22,0.801,-2.214,-1.284,-0.006,-0.947,0.516,-0.801,0.132,0.57,-0.947,-0.252,-0.109,-0.67,-0.811,-0.988,-1.174,-1.302,2018
Thailand,General government primary net lending/borrowing,Percent of GDP,,n/a,-0.777,-0.71,-5.505,2.916,2.209,2.466,3.254,1.093,1.601,-1.518,-0.699,0.848,-0.086,1.267,-0.061,0.713,0.972,-0.36,0.321,0.48,-0.045,-0.139,-0.236,-0.338,-0.388,2018
Thailand,General government gross debt,Percent of GDP,,56.585,57.826,57.469,54.902,47.501,46.266,45.462,39.177,35.985,34.947,42.364,39.831,39.116,41.926,42.192,43.344,42.554,41.786,41.871,42.076,41.474,41.829,42.317,42.759,43.112,43.528,2018
Thailand,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,4607.31,4849.547,5101.367,5345.826,6168.364,6757.787,7454.607,8252.527,8846.471,9752.663,9446.525,10620.564,11372.127,11776.045,12871.068,13129.411,13590.424,14331.045,15211.887,16116.122,16928.413,17797.086,18647.434,19609.892,20675.755,21778.24,2018
Thailand,Current account balance,U.S. dollars,Billions,12.428,9.313,5.101,4.654,4.772,2.759,-7.642,2.315,15.584,0.931,22.189,11.486,9.427,-1.698,-4.861,15.224,32.111,48.208,50.211,37.672,36.544,34.284,33.314,32.301,31.314,31.43,2017
Thailand,Current account balance,Percent of GDP,,9.811,7.368,4.24,3.466,3.134,1.596,-4.036,1.044,5.927,0.319,7.877,3.367,2.542,-0.427,-1.156,3.737,8.003,11.689,11.028,7.732,7.073,6.263,5.765,5.293,4.853,4.628,2017
Timor-Leste,"Gross domestic product, constant prices",Percent change,,n/a,n/a,16.349,-6.707,-2.183,0.406,2.975,-4.677,9.825,11.425,9.917,8.478,7.674,5.547,2.49,4.146,3.955,5.321,-4.6,0.8,5,4.8,4.8,4.8,4.8,4.8,2016
Timor-Leste,"Gross domestic product, deflator",Index,,n/a,41.766,46.389,49.177,52.696,67.086,83.037,85.891,88.515,122.648,95.127,120.291,152.842,170.959,162.687,157.519,100,80.543,92.935,112.353,107.23,114.924,127.907,150.359,169.527,179.699,2016
Timor-Leste,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,n/a,2521.539,2639.795,2421.98,2368.139,3630.117,4843.225,6727.2,6925.649,7444.106,6915.94,6760.497,7416.533,7611.757,6611.165,4769.833,5633.243,5550.915,5181.055,4659.428,4856.363,4805.637,4123.282,3258.667,3124.031,3202.17,2015
Timor-Leste,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,n/a,0.004,0.004,0.003,0.003,0.005,0.006,0.008,0.008,0.009,0.008,0.008,0.008,0.009,0.007,0.005,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.003,0.003,0.003,2016
Timor-Leste,Total investment,Percent of GDP,,n/a,27.941,27.815,25.612,20.096,6.983,4.03,2.073,3.516,4.623,15.43,11.959,14.564,11.397,11.4,16.446,19.07,26.244,16.771,29.824,41.899,41.888,49.655,66.297,67.907,69.054,2016
Timor-Leste,"Inflation, average consumer prices",Index,,n/a,45.362,46.99,48.911,52.832,54,54.87,57.741,62.729,67.388,67.247,70.729,80.047,88.8,97.192,98.017,98.65,97.2,97.708,99.95,102.417,105.643,109.499,113.769,118.32,123.053,2018
Timor-Leste,"Inflation, average consumer prices",Percent change,,n/a,n/a,3.589,4.087,8.017,2.21,1.612,5.232,8.639,7.427,-0.209,5.178,13.174,10.935,9.451,0.849,0.646,-1.47,0.523,2.294,2.468,3.15,3.65,3.9,4,4,2018
Timor-Leste,Population,Persons,Millions,0.823,0.897,0.909,0.922,0.936,0.952,0.97,0.989,1.01,1.034,1.046,1.057,1.078,1.102,1.129,1.158,1.185,1.212,1.24,1.269,1.299,1.329,1.359,1.389,1.42,1.452,2015
Timor-Leste,General government revenue,Percent of GDP,,n/a,91.197,91.21,78.977,64.875,27.251,12.193,17.223,8.647,15.328,23.778,22.382,19.795,15.766,20.199,26.282,33.224,36.775,30.701,29.97,27.103,23.733,24.057,25.188,23.162,21.938,2017
Timor-Leste,General government total expenditure,Percent of GDP,,n/a,n/a,88.22,85.999,72.311,30.308,14.869,10.217,14.286,18.069,27.678,26.747,24.451,22.496,23.748,39.707,50.229,71.845,49.371,47.298,49.824,52.553,46.984,49.94,43.406,41.72,2017
Timor-Leste,General government net lending/borrowing,Percent of GDP,,n/a,n/a,2.99,-7.022,-7.435,-3.057,-2.675,7.006,-5.639,-2.741,-3.901,-4.365,-4.656,-6.73,-3.549,-13.425,-17.004,-35.069,-18.67,-17.328,-22.722,-28.82,-22.927,-24.752,-20.244,-19.782,2017
Timor-Leste,General government primary net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,-7.022,-7.435,-3.057,-2.675,7.006,-5.639,-2.741,-3.901,-4.365,-4.656,-6.73,-3.549,-13.425,-17.004,-35.069,-18.665,-17.24,-22.478,-28.449,-22.42,-24.128,-19.612,-19.149,2017
Timor-Leste,General government gross debt,Percent of GDP,,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,--,0.113,0.548,1.493,3.062,3.835,5.44,n/a,n/a,n/a,n/a,n/a,n/a,2017
Timor-Leste,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,n/a,0.44,0.518,0.511,0.543,1.078,1.814,2.658,2.881,4.391,3.2,3.999,5.682,6.671,5.65,4.045,3.104,2.521,2.778,3.09,3.145,3.413,3.333,3.166,3.498,3.886,2017
Timor-Leste,Current account balance,U.S. dollars,Billions,n/a,-0.015,-0.032,-0.042,-0.044,0.066,0.262,0.544,1.167,2.042,1.195,1.589,2.219,2.648,2.392,1.094,0.204,-0.544,-0.284,-0.073,0.055,-0.062,0.018,-0.325,-0.17,-0.29,2017
Timor-Leste,Current account balance,Percent of GDP,,n/a,-3.458,-6.119,-8.274,-8.114,6.081,14.452,20.451,40.52,46.504,37.36,39.735,39.05,39.693,42.332,27.039,6.559,-21.598,-10.232,-2.361,1.764,-1.828,0.537,-10.27,-4.869,-7.474,2016
Togo,"Gross domestic product, constant prices",Percent change,,2.536,-0.968,0.823,3.827,6.72,-0.979,-4.666,2.65,-1.175,4.062,5.538,6.099,6.398,6.544,6.112,5.921,5.743,5.559,4.4,4.748,5.049,5.3,5.4,5.4,5.4,5.4,2016
Togo,"Gross domestic product, deflator",Index,,89.792,88.947,90.4,94.945,92.198,90.439,95.754,95.266,100,111.776,113.547,114.265,115.499,117.473,119.491,119.397,123.545,125.904,126.346,128.809,131.832,135.788,139.861,144.058,148.38,152.831,2016
Togo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,1389.027,1334.62,1309.378,1325.899,1382.342,1338.265,1247.563,1252.403,1141.212,1155.884,1187.392,1226.399,1270.419,1317.991,1362.119,1405.649,1448.72,1491.142,1518.557,1551.63,1589.98,1633.17,1679.127,1726.377,1774.957,1824.903,2016
Togo,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.011,0.01,0.01,0.01,0.01,0.01,0.009,0.009,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,2016
Togo,Total investment,Percent of GDP,,9.608,23.154,23.451,24.387,25.224,26.504,21.598,19.433,19.147,19.592,21.106,21.584,25.717,23.313,29.584,27.916,32.223,26.544,27.733,28.173,28.213,29.67,30.614,30.788,30.921,31.061,2016
Togo,Gross national savings,Percent of GDP,,0.981,13.77,12.032,16.171,17.554,17.333,12.658,11.929,11.033,12.887,15.857,15.8,17.912,15.719,16.431,17.895,21.196,16.813,19.857,20.264,22.035,24.437,25.701,25.731,25.988,26.159,2016
Togo,"Inflation, average consumer prices",Index,,76.945,78.378,81.45,83.942,83.162,83.489,89.152,91.139,92.001,100,103.714,105.213,108.963,111.771,113.811,114.028,116.063,117.057,116.181,117.026,119.154,121.538,123.968,126.448,128.978,131.557,2018
Togo,"Inflation, average consumer prices",Percent change,,-0.053,1.863,3.92,3.06,-0.93,0.393,6.783,2.229,0.946,8.695,3.714,1.446,3.564,2.577,1.825,0.191,1.785,0.857,-0.749,0.727,1.818,2.001,2,2,2,2,2018
Togo,Volume of imports of goods and services,Percent change,,-13.084,-8.16,10.551,11.902,26.578,5.284,-1.223,-2.461,8.335,10.776,6.782,1.177,25.812,-8.783,22.858,-2.676,8.409,-0.222,6.043,3.357,2.391,7.106,8.044,10.699,9.011,8.862,2017
Togo,Volume of Imports of goods,Percent change,,-12.898,-6.497,11.579,12.084,23.971,2.594,-1.025,-3.934,6.539,11.468,8.703,0.227,28.998,-8.718,27.516,-1.203,12.744,-1.135,6.533,2.118,2.465,7.123,7.787,11.077,9.317,9.078,2017
Togo,Volume of exports of goods and services,Percent change,,-5.534,-10.449,5.315,19.286,26.894,1.531,2.343,-3.265,5.095,14.937,8.352,-0.765,16.924,5.172,13.859,-6.996,-9.981,7.217,5.968,5.644,6.74,8.136,8.631,8.652,8.604,8.475,2017
Togo,Volume of exports of goods,Percent change,,-4.5,-9.747,4.354,18.818,30.441,-6.236,0.464,-6.912,1.602,16.418,11.21,-3.218,4.866,13.658,17.452,-9.494,-12.878,6.016,7.069,3.591,8.597,8.129,9.117,8.723,9.103,8.786,2017
Togo,Population,Persons,Millions,4.651,4.794,4.926,5.051,5.17,5.288,5.408,5.53,5.997,6.162,6.33,6.503,6.679,6.859,7.043,7.229,7.417,7.606,7.798,7.994,8.195,8.401,8.612,8.829,9.051,9.279,2016
Togo,General government revenue,Percent of GDP,,13.69,11.406,13.675,10.982,13.919,15.067,15.626,17.247,16.75,16.257,16.297,18.583,19.227,20.214,21.462,20.663,21.826,21.484,21.387,24.319,23.981,24.016,24.242,24.443,24.586,24.791,2017
Togo,General government total expenditure,Percent of GDP,,16.058,16.054,14.64,11.36,11.983,14.244,17.874,19.871,19.337,17.07,19.966,20.884,25.493,26.692,26.661,27.51,30.655,30.989,21.664,27.407,25.446,25.233,25.209,25.321,25.295,25.318,2017
Togo,General government net lending/borrowing,Percent of GDP,,-2.369,-4.648,-0.965,-0.378,1.935,0.823,-2.248,-2.624,-2.588,-0.814,-3.669,-2.3,-6.266,-6.478,-5.199,-6.847,-8.828,-9.505,-0.277,-3.089,-1.465,-1.217,-0.967,-0.878,-0.709,-0.527,2017
Togo,General government primary net lending/borrowing,Percent of GDP,,-0.427,-2.79,0.686,1.119,3.39,2.327,-1.284,-1.771,-0.574,-0.081,-2.797,-1.413,-3.267,-5.538,-4.099,-5.346,-6.437,-7.139,1.468,-0.702,0.979,1.027,1.132,1.119,1.097,1.13,2017
Togo,General government gross debt,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,85.099,91.387,102.287,91.986,80.603,46.304,47.341,47.998,57.228,62.785,72.111,81.062,75.595,74.602,70.395,65.762,61.225,57.016,52.969,49.054,2017
Togo,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,1080.074,1059.553,1085.734,1183.959,1226.968,1191.78,1202.931,1228.528,1274.416,1482.36,1589.243,1696.83,1824.891,1977.542,2134.464,2259.047,2471.777,2659.009,2785.753,2974.906,3198.434,3469.016,3766.034,4088.502,4438.56,4818.59,2017
Togo,Current account balance,U.S. dollars,Billions,-0.127,-0.14,-0.169,-0.14,-0.162,-0.207,-0.204,-0.176,-0.216,-0.223,-0.177,-0.199,-0.302,-0.294,-0.568,-0.459,-0.461,-0.437,-0.378,-0.424,-0.345,-0.321,-0.329,-0.37,-0.393,-0.427,2017
Togo,Current account balance,Percent of GDP,,-7.247,-9.383,-11.419,-8.216,-7.67,-9.171,-8.94,-7.503,-8.114,-6.705,-5.249,-5.784,-7.805,-7.593,-13.153,-10.021,-11.027,-9.731,-7.876,-7.909,-6.177,-5.234,-4.914,-5.057,-4.932,-4.903,2016
Tonga,"Gross domestic product, constant prices",Percent change,,2.349,1.059,3.165,2.27,0.971,1.201,0.382,-2.482,-0.617,2.682,2.939,3.179,1.831,-1.124,-0.567,2.897,3.503,4.17,2.489,1.814,4.553,4.905,3.834,2.87,1.723,1.085,2017
Tonga,"Gross domestic product, deflator",Index,,48.692,51.369,54.529,59.488,63.916,67.821,75.983,84.503,90.263,92.247,92.88,97.305,101.201,102.631,103.419,104.748,106.824,111.566,115.331,117.846,121.19,123.786,126.38,129.027,131.728,134.494,2017
Tonga,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,4129.281,4155.379,4269.338,4348.292,4372.363,4406.056,4404.402,4277.345,4237.17,4340.592,4457.656,4583.029,4655.164,4596.425,4557.676,4657.468,4895.926,5211.399,5340.197,5431.64,5673.263,5945.583,6167.396,6338.048,6440.833,6504.186,2017
Tonga,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,--,--,--,--,--,--,--,--,--,--,--,--,--,2017
Tonga,"Inflation, average consumer prices",Index,,44.078,46.867,50.753,56.01,62.529,69.391,75.404,80.041,84.717,93.567,94.902,98.257,104.418,105.617,107.846,109.108,107.958,110.743,118.903,123.497,130.681,137.174,142.868,147.072,150.749,154.518,2017
Tonga,"Inflation, average consumer prices",Percent change,,4.464,6.328,8.29,10.359,11.639,10.973,8.666,6.149,5.842,10.447,1.427,3.535,6.271,1.148,2.11,1.171,-1.054,2.58,7.369,3.863,5.817,4.969,4.151,2.942,2.5,2.5,2017
Tonga,Volume of imports of goods and services,Percent change,,n/a,n/a,-8.148,0.184,-1.426,7.26,-0.629,-3.941,5.806,1.478,-3.108,10.746,12.022,-1.548,-5.397,2.861,8.14,6.676,-1.127,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2017
Tonga,Volume of Imports of goods,Percent change,,n/a,n/a,4.549,-0.719,-6.394,7.91,1.819,-3.879,6.642,4.248,-3.405,11.753,8.455,-5.929,-4.033,5.082,7.233,3.393,-3.447,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2017
Tonga,Volume of exports of goods and services,Percent change,,n/a,n/a,-6.633,12.657,0.186,0.95,-4.092,-13.785,-0.931,2.584,-9.88,13.223,21.081,10.844,-1.572,-11.835,4.195,10.628,-0.953,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2017
Tonga,Volume of exports of goods,Percent change,,n/a,n/a,-11.865,80.544,19.607,8.463,-16.642,-21.964,-0.037,-33.903,-27.012,24.917,22.46,7.448,15.616,12.706,24.853,1.07,-17.389,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2017
Tonga,Population,Persons,Millions,0.099,0.099,0.1,0.1,0.101,0.101,0.101,0.102,0.102,0.102,0.103,0.103,0.103,0.103,0.104,0.104,0.103,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,2017
Tonga,General government revenue,Percent of GDP,,20.876,21.35,22.706,23.186,23.108,23.851,25.487,27.603,27.03,27.97,28.515,26.483,26.722,30.256,35.492,36.246,37.833,42.418,44.205,49.315,51.267,46.681,46.029,45.685,43.604,43.062,2017
Tonga,General government total expenditure,Percent of GDP,,21.14,19.545,20.282,20.702,19.757,19.611,22.817,24.239,23.376,23.555,25.898,30.137,30.423,31.661,32.842,34.502,39.36,40.702,41.609,48.64,51.38,46.059,42.886,40.559,39.246,39.705,2017
Tonga,General government net lending/borrowing,Percent of GDP,,-0.264,1.805,2.423,2.484,3.351,4.24,2.67,3.364,3.654,4.416,2.617,-3.654,-3.701,-1.405,2.649,1.744,-1.527,1.716,2.596,0.675,-0.113,0.622,3.143,5.126,4.357,3.357,2017
Tonga,General government primary net lending/borrowing,Percent of GDP,,n/a,2.305,2.95,3.034,3.96,4.963,3.323,3.909,4.232,5.121,3.398,-2.847,-2.879,-0.542,3.552,2.614,-0.663,2.569,3.398,1.437,0.609,1.295,3.755,5.676,4.869,3.835,2017
Tonga,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,0.322,0.343,0.376,0.419,0.455,0.489,0.55,0.596,0.633,0.664,0.688,0.744,0.788,0.79,0.792,0.825,0.871,0.947,1.004,1.044,1.123,1.203,1.275,1.339,1.391,1.435,2017
Tonga,Current account balance,U.S. dollars,Billions,-0.006,-0.012,-0.002,-0.012,-0.013,-0.018,-0.02,-0.032,-0.026,-0.038,-0.078,-0.086,-0.077,-0.057,-0.036,-0.045,-0.044,-0.028,-0.029,-0.046,-0.058,-0.049,-0.051,-0.053,-0.049,-0.047,2018
Tonga,Current account balance,Percent of GDP,,-2.735,-6.004,-1.356,-6.442,-6.317,-7.392,-7.185,-10.82,-8.063,-11.174,-23.047,-21.949,-16.887,-12.333,-7.981,-9.984,-10.715,-6.642,-6.35,-9.867,-11.798,-9.612,-9.607,-9.576,-8.621,-8.007,2017
Trinidad and Tobago,"Gross domestic product, constant prices",Percent change,,8.025,6.901,3.698,7.152,13.878,7.328,5.895,14.181,4.255,3.286,-4.823,3.461,-0.192,-0.681,2.272,-1.252,1.918,-6.501,-2.033,0.314,0.008,1.486,2.286,1.979,1.617,1.662,2017
Trinidad and Tobago,"Gross domestic product, deflator",Index,,48.585,54.436,56.108,53.592,59.411,65.091,73.786,74.485,84.472,104.467,76.422,85.908,99.083,100,103.41,105.254,93.943,90.817,95.709,96.402,96.943,98.916,101.093,103.7,106.852,110.285,2017
Trinidad and Tobago,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,17864.547,19049.112,19685.266,21003.104,23802.145,25417.978,26783.584,30436.149,31583.002,32469.254,30757.117,31666.353,31447.28,31074.893,31624.025,31084.242,31550.104,29393.897,28708.656,28670.276,28545.088,28841.495,29371.963,29824.471,30178.506,30552.516,2017
Trinidad and Tobago,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.038,0.038,0.039,0.04,0.044,0.045,0.046,0.049,0.049,0.049,0.047,0.046,0.044,0.043,0.042,0.04,0.04,0.036,0.034,0.033,0.032,0.031,0.031,0.03,0.03,0.029,2017
Trinidad and Tobago,Gross national savings,Percent of GDP,,21.096,23.064,30.952,23.115,33.43,32.889,53.83,53.76,45.644,51.382,37.071,36.892,34.46,30.851,37.043,32.903,27.967,16.577,21.618,15.28,11.457,11.831,12.092,12.499,12.787,13.047,2017
Trinidad and Tobago,"Inflation, average consumer prices",Index,,42.92,44.433,46.922,48.865,50.713,52.618,56.237,60.91,65.706,73.614,78.775,87.066,91.508,100,105.189,111.182,116.362,119.933,122.192,123.49,124.894,127.587,130.76,134.208,138.075,142.217,2018
Trinidad and Tobago,"Inflation, average consumer prices",Percent change,,3.414,3.524,5.602,4.142,3.781,3.757,6.878,8.308,7.875,12.036,7.01,10.525,5.102,9.28,5.189,5.698,4.659,3.069,1.884,1.062,1.137,2.157,2.487,2.637,2.881,3,2018
Trinidad and Tobago,Volume of imports of goods and services,Percent change,,-9.732,5.836,13.864,2.437,-1.716,7.668,5.037,-1.857,9.099,9.575,-15.68,-17.507,43.026,10.125,0.897,-7.347,16.205,2.154,-9.245,-8.28,-6.907,1.257,1.63,1.203,0.804,0.57,2017
Trinidad and Tobago,Volume of Imports of goods,Percent change,,-10.909,4.205,15.317,2.613,-1.23,9.638,3.223,1.813,9.698,11.27,-17.352,-17.895,17.59,7.993,3.174,-11.649,12.65,1.458,-14.965,0.543,-10.366,1.189,1.484,1.094,0.748,0.531,2017
Trinidad and Tobago,Volume of exports of goods and services,Percent change,,1.59,1.777,8.322,-6.19,19.975,8.757,27.553,22.083,-11.28,23.347,-42.026,6.513,33.956,-2.81,9.272,-9.873,-7.983,-19.786,4.519,-2.447,-14.279,2.909,2.696,2.67,1.983,1.658,2017
Trinidad and Tobago,Volume of exports of goods,Percent change,,8.557,9.452,7.845,-8.495,23.286,8.916,32.278,25.766,-12.28,25.661,-43.782,7.024,35.174,-4.355,10.551,-11.894,-8.563,-21.183,5.172,-2.072,-16.69,2.59,2.362,2.499,1.653,1.409,2017
Trinidad and Tobago,Unemployment rate,Percent of total labor force,,13.15,12.167,10.825,10.4,10.475,8.375,7.975,6.225,5.55,4.625,5.25,5.925,5.067,4.95,3.675,3.3,3.425,3.95,4.825,4.905,4.825,4.745,4.665,4.585,4.505,4.425,2017
Trinidad and Tobago,Population,Persons,Millions,1.265,1.268,1.272,1.278,1.284,1.291,1.297,1.303,1.309,1.315,1.322,1.328,1.335,1.342,1.348,1.354,1.36,1.365,1.369,1.375,1.381,1.388,1.394,1.4,1.406,1.411,2017
Trinidad and Tobago,General government revenue,Percent of GDP,,23.923,24.262,25.839,24.364,25.359,25.256,30.373,34.275,30.018,33.9,28.515,31.657,29.713,29.759,30.525,30.576,28.623,23.009,22.032,26.027,28.739,29.386,29.327,29.125,28.892,28.683,2018
